PLAYER_NAME,GAME_NUMBER,GAME_PLAYED,DATE,AGE,TEAM,HOME_AWAY,OPP,RESULT,GS,MP,MIN,SEC,SECONDS_PLAYED,FG,FGA,FG_PERCENT,THREEP,THREEPA,THREEP_PERCENT,FT,FTA,FT_PERCENT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,PLUS_MINUS
Kyrie Irvine,21,21.0,2/3/2012,19-317,CLE,@,ORL,L (-8),1,39:43:00,39,43,00,7.0,21.0,0.33299999999999996,0.0,1.0,0.0,4.0,4.0,1.0,3.0,1.0,4.0,6.0,0.0,0.0,2.0,2.0,18.0,9.9,-16.0
Kyrie Irvine,22,22.0,2/4/2012,19-318,CLE,,DAL,W (+3),1,35:57:00,35,57,00,9.0,17.0,0.529,1.0,3.0,0.33299999999999996,1.0,1.0,1.0,1.0,3.0,4.0,7.0,2.0,0.0,1.0,0.0,20.0,19.2,11.0
Kyrie Irvine,23,23.0,2/7/2012,19-321,CLE,@,MIA,L (-16),1,33:48:00,33,48,00,5.0,15.0,0.33299999999999996,2.0,3.0,0.667,4.0,5.0,0.8,1.0,5.0,6.0,6.0,2.0,0.0,5.0,3.0,16.0,9.3,0.0
Kyrie Irvine,27,24.0,2/15/2012,19-329,CLE,,IND,W (+11),1,37:11:00,37,11,00,8.0,12.0,0.667,3.0,5.0,0.6,3.0,4.0,0.75,1.0,2.0,3.0,5.0,0.0,1.0,1.0,2.0,22.0,20.1,6.0
Kyrie Irvine,28,25.0,2/17/2012,19-331,CLE,,MIA,L (-24),1,31:05:00,31,05,00,5.0,15.0,0.33299999999999996,0.0,2.0,0.0,7.0,7.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,17.0,12.4,-23.0
Kyrie Irvine,29,26.0,2/19/2012,19-333,CLE,,SAC,W (+1),1,38:38:00,38,38,00,8.0,21.0,0.381,2.0,4.0,0.5,5.0,5.0,1.0,0.0,3.0,3.0,1.0,0.0,2.0,4.0,4.0,23.0,8.9,-4.0
Kyrie Irvine,30,27.0,2/21/2012,19-335,CLE,,DET,W (+1),1,38:35:00,38,35,00,8.0,15.0,0.5329999999999999,3.0,4.0,0.75,6.0,6.0,1.0,1.0,4.0,5.0,8.0,2.0,2.0,6.0,3.0,25.0,21.4,-5.0
Kyrie Irvine,31,28.0,2/22/2012,19-336,CLE,,NOH,L (-5),1,37:24:00,37,24,00,2.0,13.0,0.154,0.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,11.0,0.0,1.0,2.0,2.0,6.0,3.9,1.0
Kyrie Irvine,32,29.0,2/28/2012,19-342,CLE,,BOS,L (-3),1,27:15:00,27,15,00,8.0,14.0,0.5710000000000001,3.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,24.0,19.7,1.0
Kyrie Irvine,33,30.0,2/29/2012,19-343,CLE,@,NYK,L (-17),1,33:51:00,33,51,00,8.0,18.0,0.444,2.0,7.0,0.28600000000000003,4.0,4.0,1.0,0.0,3.0,3.0,7.0,1.0,0.0,4.0,3.0,22.0,14.2,-19.0
Kyrie Irvine,35,31.0,3/3/2012,19-346,CLE,@,WAS,L (-3),1,30:54:00,30,54,00,8.0,14.0,0.5710000000000001,2.0,3.0,0.667,2.0,4.0,0.5,0.0,1.0,1.0,6.0,2.0,0.0,3.0,2.0,20.0,15.3,9.0
Kyrie Irvine,36,32.0,3/5/2012,19-348,CLE,,UTA,L (-9),1,31:45:00,31,45,00,10.0,19.0,0.526,1.0,4.0,0.25,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,3.0,22.0,15.9,-2.0
Kyrie Irvine,37,33.0,3/7/2012,19-350,CLE,@,DEN,W (+1),1,32:48:00,32,48,00,8.0,16.0,0.5,0.0,3.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,8.0,3.0,0.0,3.0,5.0,18.0,15.5,15.0
Kyrie Irvine,38,34.0,3/9/2012,19-352,CLE,@,OKC,W (+6),1,30:48:00,30,48,00,4.0,12.0,0.33299999999999996,0.0,1.0,0.0,1.0,2.0,0.5,2.0,4.0,6.0,12.0,3.0,0.0,1.0,1.0,9.0,14.4,4.0
Kyrie Irvine,39,35.0,3/11/2012,19-354,CLE,,HOU,W (+11),1,28:42:00,28,42,00,5.0,15.0,0.33299999999999996,1.0,3.0,0.33299999999999996,10.0,10.0,1.0,1.0,5.0,6.0,5.0,0.0,0.0,3.0,1.0,21.0,14.8,0.0
Kyrie Irvine,40,36.0,3/13/2012,19-356,CLE,,TOR,L (-8),1,30:16:00,30,16,00,5.0,17.0,0.294,1.0,4.0,0.25,3.0,4.0,0.75,1.0,6.0,7.0,7.0,0.0,0.0,1.0,4.0,14.0,8.5,-10.0
Kyrie Irvine,41,37.0,3/14/2012,19-357,CLE,@,MIL,L (-10),1,29:19:00,29,19,00,11.0,16.0,0.688,2.0,4.0,0.5,4.0,4.0,1.0,1.0,2.0,3.0,5.0,1.0,0.0,8.0,2.0,28.0,18.2,-6.0
Kyrie Irvine,42,38.0,3/18/2012,19-361,CLE,,ATL,L (-16),1,36:30:00,36,30,00,6.0,14.0,0.429,1.0,5.0,0.2,6.0,6.0,1.0,2.0,1.0,3.0,10.0,2.0,2.0,2.0,2.0,19.0,20.9,-6.0
Kyrie Irvine,43,39.0,3/19/2012,19-362,CLE,@,NJN,W (+5),1,31:14:00,31,14,00,8.0,20.0,0.4,3.0,6.0,0.5,7.0,8.0,0.875,1.0,4.0,5.0,7.0,1.0,0.0,4.0,5.0,26.0,16.6,-2.0
Kyrie Irvine,44,40.0,3/21/2012,19-364,CLE,@,ATL,L (-1),1,41:35:00,41,35,00,10.0,19.0,0.526,3.0,6.0,0.5,6.0,7.0,0.857,2.0,7.0,9.0,9.0,3.0,0.0,7.0,0.0,29.0,25.1,7.0
Kyrie Irvine,45,41.0,3/23/2012,20-000,CLE,@,ORL,L (-13),1,31:31:00,31,31,00,6.0,15.0,0.4,1.0,4.0,0.25,0.0,0.0,,0.0,4.0,4.0,6.0,2.0,0.0,1.0,1.0,13.0,10.9,-12.0
Kyrie Irvine,46,42.0,3/25/2012,20-002,CLE,,PHO,L (-25),1,27:56:00,27,56,00,5.0,11.0,0.455,1.0,2.0,0.5,5.0,5.0,1.0,2.0,4.0,6.0,4.0,1.0,0.0,5.0,1.0,16.0,11.3,-24.0
Kyrie Irvine,47,43.0,3/27/2012,20-004,CLE,@,PHI,L (-18),1,32:52:00,32,52,00,4.0,13.0,0.308,3.0,7.0,0.429,1.0,2.0,0.5,0.0,4.0,4.0,7.0,2.0,1.0,5.0,2.0,12.0,7.1,-13.0
Kyrie Irvine,48,44.0,3/28/2012,20-005,CLE,,DET,L (-12),1,36:32:00,36,32,00,9.0,19.0,0.474,1.0,5.0,0.2,3.0,3.0,1.0,3.0,6.0,9.0,6.0,2.0,0.0,5.0,2.0,22.0,16.6,-10.0
Kyrie Irvine,49,45.0,3/30/2012,20-007,CLE,,MIL,L (-37),1,31:59:00,31,59,00,11.0,20.0,0.55,6.0,6.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,5.0,0.0,0.0,6.0,1.0,29.0,17.4,-10.0
Kyrie Irvine,51,46.0,4/3/2012,20-011,CLE,,SAS,L (-35),1,29:41:00,29,41,00,5.0,15.0,0.33299999999999996,2.0,7.0,0.28600000000000003,1.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,3.0,2.0,13.0,4.5,-23.0
Kyrie Irvine,61,47.0,4/18/2012,20-026,CLE,,PHI,L (-16),1,19:38,19,38,,4.0,10.0,0.4,1.0,3.0,0.33299999999999996,0.0,0.0,,0.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,9.0,5.9,-6.0
Kyrie Irvine,62,48.0,4/20/2012,20-028,CLE,,NYK,W (+8),1,25:41:00,25,41,00,6.0,15.0,0.4,1.0,7.0,0.14300000000000002,8.0,8.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,21.0,14.5,7.0
Kyrie Irvine,63,49.0,4/22/2012,20-030,CLE,@,SAS,L (-16),1,29:30:00,29,30,00,8.0,18.0,0.444,1.0,3.0,0.33299999999999996,2.0,2.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,19.0,11.2,-1.0
Kyrie Irvine,64,50.0,4/23/2012,20-031,CLE,@,MEM,L (-8),1,29:28:00,29,28,00,10.0,16.0,0.625,2.0,6.0,0.33299999999999996,3.0,5.0,0.6,0.0,2.0,2.0,4.0,3.0,0.0,3.0,2.0,25.0,19.6,3.0
Kyrie Irvine,65,51.0,4/25/2012,20-033,CLE,,WAS,L (-11),1,9:47,9,47,,2.0,4.0,0.5,1.0,2.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,-1.0
Michael Carter-Williams,1,1.0,10/30/2013,22-020,PHI,,MIA,W (+4),1,36:10:00,36,10,00,6.0,10.0,0.6,4.0,6.0,0.667,6.0,8.0,0.75,0.0,7.0,7.0,12.0,9.0,0.0,1.0,1.0,22.0,34.7,12.0
Michael Carter-Williams,2,2.0,11/1/2013,22-022,PHI,@,WAS,W (+7),1,32:15:00,32,15,00,6.0,15.0,0.4,2.0,6.0,0.33299999999999996,0.0,2.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,2.0,4.0,14.0,6.9,8.0
Michael Carter-Williams,3,3.0,11/2/2013,22-023,PHI,,CHI,W (+3),1,37:09:00,37,09,00,10.0,22.0,0.455,2.0,5.0,0.4,4.0,5.0,0.8,3.0,1.0,4.0,10.0,3.0,0.0,4.0,1.0,26.0,22.2,6.0
Michael Carter-Williams,4,4.0,11/4/2013,22-025,PHI,,GSW,L (-20),1,34:56:00,34,56,00,4.0,17.0,0.235,1.0,7.0,0.14300000000000002,9.0,12.0,0.75,1.0,5.0,6.0,4.0,0.0,0.0,6.0,3.0,18.0,4.3,-23.0
Michael Carter-Williams,5,5.0,11/6/2013,22-027,PHI,,WAS,L (-14),1,36:39:00,36,39,00,8.0,21.0,0.381,1.0,4.0,0.25,2.0,4.0,0.5,2.0,3.0,5.0,7.0,2.0,1.0,2.0,1.0,19.0,14.2,-18.0
Michael Carter-Williams,6,6.0,11/8/2013,22-029,PHI,,CLE,W (+15),1,34:18:00,34,18,00,4.0,13.0,0.308,2.0,5.0,0.4,1.0,2.0,0.5,4.0,5.0,9.0,6.0,1.0,0.0,3.0,2.0,11.0,8.8,22.0
Michael Carter-Williams,7,7.0,11/9/2013,22-030,PHI,@,CLE,L (-2),1,49:04:00,49,04,00,9.0,17.0,0.529,3.0,3.0,1.0,0.0,0.0,,2.0,5.0,7.0,13.0,2.0,2.0,4.0,5.0,21.0,22.1,-3.0
Michael Carter-Williams,8,8.0,11/11/2013,22-032,PHI,,SAS,L (-24),1,32:31:00,32,31,00,2.0,11.0,0.182,0.0,2.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,8.0,7.2,-18.0
Michael Carter-Williams,13,9.0,11/20/2013,22-041,PHI,,TOR,L (-10),1,33:33:00,33,33,00,2.0,10.0,0.2,0.0,2.0,0.0,6.0,7.0,0.857,1.0,5.0,6.0,6.0,0.0,2.0,6.0,3.0,10.0,4.0,-12.0
Michael Carter-Williams,14,10.0,11/22/2013,22-043,PHI,,MIL,W (+8),1,33:57:00,33,57,00,4.0,8.0,0.5,1.0,2.0,0.5,3.0,6.0,0.5,1.0,7.0,8.0,11.0,5.0,1.0,5.0,6.0,12.0,15.6,0.0
Michael Carter-Williams,15,11.0,11/23/2013,22-044,PHI,@,IND,L (-8),1,37:50:00,37,50,00,11.0,21.0,0.524,1.0,5.0,0.2,6.0,11.0,0.545,3.0,3.0,6.0,3.0,7.0,1.0,2.0,4.0,29.0,25.9,-6.0
Michael Carter-Williams,16,12.0,11/27/2013,22-048,PHI,@,ORL,L (-11),1,39:48:00,39,48,00,9.0,21.0,0.429,3.0,8.0,0.375,2.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,23.0,17.9,-11.0
Michael Carter-Williams,17,13.0,11/29/2013,22-050,PHI,,NOP,L (-16),1,32:05:00,32,05,00,4.0,13.0,0.308,1.0,6.0,0.16699999999999998,1.0,4.0,0.25,1.0,1.0,2.0,10.0,1.0,0.0,5.0,3.0,10.0,4.1,-11.0
Michael Carter-Williams,18,14.0,12/1/2013,22-052,PHI,@,DET,L (-15),1,34:04:00,34,04,00,5.0,15.0,0.33299999999999996,0.0,2.0,0.0,5.0,5.0,1.0,0.0,6.0,6.0,6.0,6.0,0.0,4.0,1.0,15.0,14.1,-8.0
Michael Carter-Williams,19,15.0,12/3/2013,22-054,PHI,,ORL,W (+1),1,46:32:00,46,32,00,11.0,19.0,0.579,1.0,5.0,0.2,4.0,7.0,0.5710000000000001,7.0,5.0,12.0,10.0,3.0,0.0,7.0,4.0,27.0,24.7,12.0
Michael Carter-Williams,27,16.0,12/20/2013,22-071,PHI,,BRK,W (+1),1,35:26:00,35,26,00,5.0,13.0,0.385,0.0,2.0,0.0,5.0,7.0,0.7140000000000001,1.0,2.0,3.0,10.0,3.0,1.0,3.0,4.0,15.0,14.5,-6.0
Michael Carter-Williams,28,17.0,12/21/2013,22-072,PHI,@,MIL,L (-10),1,32:55:00,32,55,00,7.0,16.0,0.43799999999999994,1.0,3.0,0.33299999999999996,4.0,5.0,0.8,0.0,3.0,3.0,12.0,1.0,0.0,2.0,5.0,19.0,16.5,0.0
Michael Carter-Williams,29,18.0,12/28/2013,22-079,PHI,@,PHO,L (-14),1,34:55:00,34,55,00,12.0,28.0,0.429,1.0,4.0,0.25,2.0,2.0,1.0,4.0,2.0,6.0,6.0,4.0,1.0,5.0,3.0,27.0,18.3,-14.0
Michael Carter-Williams,30,19.0,12/29/2013,22-080,PHI,@,LAL,W (+7),1,30:19:00,30,19,00,4.0,7.0,0.5710000000000001,0.0,1.0,0.0,5.0,5.0,1.0,0.0,5.0,5.0,5.0,4.0,0.0,2.0,4.0,13.0,15.1,4.0
Michael Carter-Williams,31,20.0,1/1/2014,22-083,PHI,@,DEN,W (+12),1,34:30:00,34,30,00,5.0,15.0,0.33299999999999996,0.0,0.0,,6.0,8.0,0.75,3.0,6.0,9.0,6.0,2.0,0.0,5.0,4.0,16.0,10.2,1.0
Michael Carter-Williams,32,21.0,1/2/2014,22-084,PHI,@,SAC,W (+9),1,27:22:00,27,22,00,3.0,11.0,0.273,0.0,2.0,0.0,1.0,2.0,0.5,1.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,7.0,4.7,3.0
Michael Carter-Williams,33,22.0,1/4/2014,22-086,PHI,@,POR,W (+2),1,33:16:00,33,16,00,5.0,16.0,0.313,0.0,2.0,0.0,6.0,8.0,0.75,1.0,8.0,9.0,4.0,0.0,1.0,2.0,1.0,16.0,10.2,-5.0
Michael Carter-Williams,34,23.0,1/6/2014,22-088,PHI,,MIN,L (-31),1,28:36:00,28,36,00,6.0,13.0,0.462,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,0.0,4.0,4.0,7.0,1.0,0.0,4.0,2.0,13.0,8.2,-23.0
Michael Carter-Williams,35,24.0,1/7/2014,22-089,PHI,@,CLE,L (-18),1,36:43:00,36,43,00,13.0,25.0,0.52,2.0,7.0,0.28600000000000003,5.0,7.0,0.7140000000000001,1.0,5.0,6.0,5.0,0.0,0.0,1.0,2.0,33.0,23.8,-30.0
Michael Carter-Williams,36,25.0,1/10/2014,22-092,PHI,,DET,L (-10),1,32:53:00,32,53,00,9.0,20.0,0.45,0.0,2.0,0.0,3.0,4.0,0.75,1.0,6.0,7.0,4.0,4.0,0.0,4.0,4.0,21.0,13.9,-7.0
Michael Carter-Williams,37,26.0,1/11/2014,22-093,PHI,,NYK,L (-10),1,36:29:00,36,29,00,3.0,6.0,0.5,0.0,1.0,0.0,5.0,6.0,0.833,1.0,6.0,7.0,7.0,2.0,0.0,2.0,3.0,11.0,13.8,-2.0
Michael Carter-Williams,38,27.0,1/15/2014,22-097,PHI,,CHA,W (+3),1,32:08:00,32,08,00,8.0,15.0,0.5329999999999999,1.0,3.0,0.33299999999999996,3.0,6.0,0.5,3.0,5.0,8.0,7.0,0.0,0.0,2.0,2.0,20.0,17.2,9.0
Michael Carter-Williams,39,28.0,1/17/2014,22-099,PHI,,MIA,L (-15),1,24:28:00,24,28,00,1.0,7.0,0.14300000000000002,0.0,3.0,0.0,5.0,6.0,0.833,0.0,1.0,1.0,2.0,1.0,0.0,5.0,2.0,7.0,-1.0,-24.0
Michael Carter-Williams,40,29.0,1/18/2014,22-100,PHI,@,CHI,L (-25),1,32:57:00,32,57,00,5.0,22.0,0.22699999999999998,0.0,1.0,0.0,0.0,0.0,,3.0,2.0,5.0,5.0,1.0,0.0,5.0,3.0,10.0,-2.4,-20.0
Michael Carter-Williams,41,30.0,1/20/2014,22-102,PHI,@,WAS,L (-8),1,34:02:00,34,02,00,13.0,22.0,0.591,1.0,2.0,0.5,4.0,8.0,0.5,1.0,5.0,6.0,5.0,3.0,0.0,2.0,1.0,31.0,25.5,-10.0
Michael Carter-Williams,42,31.0,1/22/2014,22-104,PHI,@,NYK,W (+4),1,36:35:00,36,35,00,5.0,18.0,0.278,2.0,2.0,1.0,7.0,10.0,0.7,6.0,6.0,12.0,7.0,2.0,0.0,3.0,4.0,19.0,15.5,16.0
Michael Carter-Williams,43,32.0,1/24/2014,22-106,PHI,,TOR,L (-9),1,35:16:00,35,16,00,6.0,15.0,0.4,3.0,5.0,0.6,5.0,6.0,0.833,0.0,3.0,3.0,5.0,2.0,0.0,4.0,3.0,20.0,12.7,-9.0
Michael Carter-Williams,44,33.0,1/25/2014,22-107,PHI,,OKC,L (-12),1,33:18:00,33,18,00,4.0,13.0,0.308,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,8.0,5.2,-11.0
Michael Carter-Williams,45,34.0,1/27/2014,22-109,PHI,,PHO,L (-11),1,38:52:00,38,52,00,7.0,19.0,0.368,1.0,3.0,0.33299999999999996,7.0,7.0,1.0,0.0,2.0,2.0,11.0,1.0,1.0,3.0,2.0,22.0,17.7,-11.0
Michael Carter-Williams,46,35.0,1/29/2014,22-111,PHI,@,BOS,W (+1),1,35:26:00,35,26,00,4.0,14.0,0.28600000000000003,0.0,2.0,0.0,2.0,5.0,0.4,0.0,5.0,5.0,7.0,1.0,2.0,3.0,3.0,10.0,5.2,10.0
Michael Carter-Williams,47,36.0,1/31/2014,22-113,PHI,,ATL,L (-26),1,32:42:00,32,42,00,4.0,9.0,0.444,1.0,3.0,0.33299999999999996,8.0,10.0,0.8,0.0,4.0,4.0,5.0,1.0,0.0,3.0,4.0,17.0,12.6,-16.0
Michael Carter-Williams,49,37.0,2/3/2014,22-116,PHI,@,BRK,L (-6),1,36:06:00,36,06,00,6.0,17.0,0.353,3.0,6.0,0.5,6.0,7.0,0.857,1.0,1.0,2.0,4.0,1.0,2.0,6.0,3.0,21.0,10.1,-12.0
Michael Carter-Williams,50,38.0,2/5/2014,22-118,PHI,,BOS,L (-6),1,33:26:00,33,26,00,5.0,16.0,0.313,0.0,3.0,0.0,1.0,2.0,0.5,1.0,2.0,3.0,6.0,0.0,0.0,4.0,4.0,11.0,1.3,-1.0
Michael Carter-Williams,51,39.0,2/7/2014,22-120,PHI,,LAL,L (-14),1,30:04:00,30,04,00,4.0,12.0,0.33299999999999996,1.0,4.0,0.25,1.0,4.0,0.25,1.0,5.0,6.0,7.0,1.0,1.0,4.0,3.0,10.0,5.6,-11.0
Michael Carter-Williams,52,40.0,2/9/2014,22-122,PHI,@,LAC,L (-45),1,34:37:00,34,37,00,5.0,18.0,0.278,0.0,3.0,0.0,4.0,5.0,0.8,4.0,3.0,7.0,5.0,1.0,2.0,8.0,5.0,14.0,2.6,-25.0
Michael Carter-Williams,53,41.0,2/10/2014,22-123,PHI,@,GSW,L (-43),1,31:04:00,31,04,00,8.0,18.0,0.444,1.0,3.0,0.33299999999999996,7.0,10.0,0.7,1.0,3.0,4.0,3.0,0.0,0.0,4.0,3.0,24.0,11.9,-17.0
Michael Carter-Williams,54,42.0,2/12/2014,22-125,PHI,@,UTA,L (-5),1,37:15:00,37,15,00,6.0,13.0,0.462,0.0,0.0,,7.0,9.0,0.778,0.0,5.0,5.0,8.0,2.0,3.0,3.0,4.0,19.0,18.1,19.0
Michael Carter-Williams,55,43.0,2/18/2014,22-131,PHI,,CLE,L (-29),1,30:49:00,30,49,00,5.0,14.0,0.35700000000000004,0.0,2.0,0.0,5.0,8.0,0.625,0.0,3.0,3.0,1.0,0.0,0.0,7.0,3.0,15.0,-0.6,-16.0
Michael Carter-Williams,56,44.0,2/21/2014,22-134,PHI,,DAL,L (-12),1,38:17:00,38,17,00,9.0,19.0,0.474,0.0,3.0,0.0,7.0,9.0,0.778,2.0,3.0,5.0,6.0,0.0,0.0,2.0,3.0,25.0,17.8,-22.0
Michael Carter-Williams,57,45.0,2/24/2014,22-137,PHI,,MIL,L (-20),1,33:58:00,33,58,00,7.0,11.0,0.636,0.0,2.0,0.0,6.0,9.0,0.667,2.0,0.0,2.0,3.0,2.0,1.0,5.0,4.0,20.0,13.5,6.0
Michael Carter-Williams,58,46.0,2/26/2014,22-139,PHI,,ORL,L (-11),1,31:32:00,31,32,00,3.0,13.0,0.231,0.0,1.0,0.0,2.0,3.0,0.667,2.0,4.0,6.0,4.0,3.0,0.0,3.0,2.0,8.0,4.3,-15.0
Michael Carter-Williams,59,47.0,3/1/2014,22-142,PHI,,WAS,L (-19),1,30:13:00,30,13,00,5.0,14.0,0.35700000000000004,1.0,2.0,0.5,4.0,6.0,0.667,0.0,6.0,6.0,7.0,0.0,0.0,4.0,3.0,15.0,7.9,-26.0
Michael Carter-Williams,60,48.0,3/2/2014,22-143,PHI,@,ORL,L (-11),1,31:52:00,31,52,00,7.0,20.0,0.35,0.0,3.0,0.0,3.0,4.0,0.75,4.0,7.0,11.0,6.0,1.0,1.0,8.0,4.0,17.0,6.6,-9.0
Michael Carter-Williams,61,49.0,3/4/2014,22-145,PHI,@,OKC,L (-33),1,32:37:00,32,37,00,4.0,12.0,0.33299999999999996,1.0,3.0,0.33299999999999996,5.0,8.0,0.625,0.0,4.0,4.0,5.0,2.0,0.0,3.0,1.0,14.0,9.3,-16.0
Michael Carter-Williams,62,50.0,3/8/2014,22-149,PHI,,UTA,L (-12),1,34:19:00,34,19,00,2.0,13.0,0.154,0.0,3.0,0.0,0.0,0.0,,0.0,7.0,7.0,9.0,5.0,1.0,4.0,3.0,4.0,4.6,-6.0
Michael Carter-Williams,63,51.0,3/10/2014,22-151,PHI,@,NYK,L (-13),1,36:42:00,36,42,00,8.0,12.0,0.667,1.0,2.0,0.5,6.0,9.0,0.667,2.0,11.0,13.0,10.0,2.0,0.0,4.0,4.0,23.0,24.7,0.0
Michael Carter-Williams,64,52.0,3/12/2014,22-153,PHI,,SAC,L (-17),1,38:23:00,38,23,00,5.0,14.0,0.35700000000000004,1.0,3.0,0.33299999999999996,2.0,3.0,0.667,1.0,6.0,7.0,2.0,0.0,1.0,7.0,4.0,13.0,0.8,-14.0
Michael Carter-Williams,65,53.0,3/14/2014,22-155,PHI,,IND,L (-7),1,41:24:00,41,24,00,5.0,16.0,0.313,1.0,4.0,0.25,1.0,1.0,1.0,2.0,7.0,9.0,8.0,1.0,1.0,3.0,4.0,12.0,9.0,-7.0
Michael Carter-Williams,66,54.0,3/15/2014,22-156,PHI,,MEM,L (-26),1,33:23:00,33,23,00,10.0,16.0,0.625,1.0,3.0,0.33299999999999996,2.0,3.0,0.667,2.0,6.0,8.0,3.0,1.0,0.0,6.0,2.0,23.0,14.9,-16.0
Michael Carter-Williams,67,55.0,3/17/2014,22-158,PHI,@,IND,L (-9),1,42:47:00,42,47,00,7.0,20.0,0.35,0.0,4.0,0.0,1.0,5.0,0.2,1.0,12.0,13.0,5.0,1.0,1.0,6.0,5.0,15.0,3.7,-7.0
Michael Carter-Williams,68,56.0,3/19/2014,22-160,PHI,,CHI,L (-8),1,37:35:00,37,35,00,7.0,16.0,0.43799999999999994,0.0,2.0,0.0,2.0,4.0,0.5,2.0,7.0,9.0,7.0,1.0,0.0,3.0,6.0,16.0,10.8,-2.0
Michael Carter-Williams,69,57.0,3/21/2014,22-162,PHI,,NYK,L (-1),1,39:25:00,39,25,00,10.0,21.0,0.47600000000000003,2.0,6.0,0.33299999999999996,0.0,0.0,,4.0,9.0,13.0,9.0,2.0,1.0,2.0,4.0,22.0,22.2,7.0
Michael Carter-Williams,70,58.0,3/22/2014,22-163,PHI,@,CHI,L (-10),1,38:08:00,38,08,00,3.0,14.0,0.214,0.0,2.0,0.0,1.0,1.0,1.0,2.0,9.0,11.0,6.0,1.0,0.0,3.0,4.0,7.0,3.1,-2.0
Michael Carter-Williams,71,59.0,3/24/2014,22-165,PHI,@,SAS,L (-22),1,38:02:00,38,02,00,5.0,20.0,0.25,2.0,8.0,0.25,5.0,7.0,0.7140000000000001,2.0,5.0,7.0,4.0,2.0,0.0,3.0,2.0,17.0,8.1,-5.0
Michael Carter-Williams,72,60.0,3/27/2014,22-168,PHI,@,HOU,L (-22),1,27:43:00,27,43,00,2.0,11.0,0.182,0.0,3.0,0.0,0.0,0.0,,1.0,0.0,1.0,10.0,2.0,0.0,3.0,3.0,4.0,2.6,-17.0
Michael Carter-Williams,73,61.0,3/29/2014,22-170,PHI,,DET,W (+25),1,30:42:00,30,42,00,6.0,14.0,0.429,1.0,2.0,0.5,8.0,10.0,0.8,2.0,5.0,7.0,4.0,4.0,1.0,4.0,1.0,21.0,18.8,20.0
Michael Carter-Williams,74,62.0,3/31/2014,22-172,PHI,@,ATL,L (-8),1,33:48:00,33,48,00,7.0,14.0,0.5,0.0,2.0,0.0,2.0,2.0,1.0,1.0,8.0,9.0,9.0,3.0,0.0,3.0,3.0,16.0,17.2,1.0
Michael Carter-Williams,75,63.0,4/2/2014,22-174,PHI,,CHA,L (-30),1,26:34:00,26,34,00,10.0,18.0,0.556,0.0,2.0,0.0,2.0,4.0,0.5,2.0,5.0,7.0,3.0,0.0,1.0,1.0,3.0,22.0,16.1,-18.0
Michael Carter-Williams,76,64.0,4/4/2014,22-176,PHI,@,BOS,W (+9),1,33:51:00,33,51,00,9.0,14.0,0.643,0.0,0.0,,6.0,9.0,0.667,1.0,5.0,6.0,6.0,1.0,1.0,1.0,3.0,24.0,22.5,3.0
Michael Carter-Williams,77,65.0,4/5/2014,22-177,PHI,,BRK,L (-4),1,30:36:00,30,36,00,3.0,8.0,0.375,0.0,0.0,,6.0,9.0,0.667,0.0,5.0,5.0,11.0,1.0,0.0,0.0,4.0,12.0,15.0,-5.0
Michael Carter-Williams,78,66.0,4/9/2014,22-181,PHI,@,TOR,L (-11),1,36:55:00,36,55,00,7.0,12.0,0.583,0.0,0.0,,5.0,5.0,1.0,2.0,7.0,9.0,8.0,0.0,0.0,3.0,4.0,19.0,17.9,-13.0
Michael Carter-Williams,79,67.0,4/11/2014,22-183,PHI,@,MEM,L (-22),1,26:51:00,26,51,00,4.0,13.0,0.308,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,5.0,1.0,0.0,1.0,1.0,8.0,5.4,-14.0
Michael Carter-Williams,80,68.0,4/12/2014,22-184,PHI,@,CHA,L (-6),1,36:35:00,36,35,00,7.0,11.0,0.636,0.0,0.0,,9.0,10.0,0.9,1.0,6.0,7.0,8.0,1.0,0.0,3.0,4.0,23.0,22.2,-5.0
