PLAYER_NAME,GAME_NUMBER,GAME_PLAYED,DATE,AGE,TEAM,HOME_AWAY,OPP,RESULT,GS,MP,MIN,SEC,SECONDS_PLAYED,FG,FGA,FG_PERCENT,THREEP,THREEPA,THREEP_PERCENT,FT,FTA,FT_PERCENT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,PLUS_MINUS,SEASON
Lebron James,1,1,2009-10-27,24,CLE,,BOS,L (-6),1,44:55:00,44,55,2695,12,22,0.545,4,9,0.444,10,13,0.769,0,4,4,8,2,4,5,4,38,31.2,0,2009-10
Lebron James,2,2,2009-10-28,24,CLE,@,TOR,L (-10),1,39:47:00,39,47,2387,7,19,0.368,1,5,0.2,8,14,0.571,2,9,11,12,2,0,4,1,23,20.2,+2,2009-10
Lebron James,3,3,2009-10-30,24,CLE,@,MIN,W (+17),1,33:26:00,33,26,2006,10,18,0.556,2,3,0.667,2,3,0.667,2,7,9,6,1,1,2,1,24,22,+17,2009-10
Lebron James,4,4,2009-10-31,24,CLE,,CHA,W (+11),1,37:14:00,37,14,2234,5,11,0.455,0,1,0,4,6,0.667,1,6,7,9,0,0,4,1,14,11.9,+19,2009-10
Lebron James,5,5,2009-11-03,24,CLE,,WAS,W (+12),1,35:59:00,35,59,2159,7,16,0.438,2,7,0.286,11,13,0.846,3,5,8,6,3,0,4,0,27,24.6,+5,2009-10
Lebron James,6,6,2009-11-05,24,CLE,,CHI,L (-1),1,38:13:00,38,13,2293,9,17,0.529,1,4,0.25,6,9,0.667,0,7,7,6,1,1,3,0,25,20.5,-1,2009-10
Lebron James,7,7,2009-11-06,24,CLE,@,NYK,W (+9),1,35:37:00,35,37,2137,12,17,0.706,2,4,0.5,7,9,0.778,0,8,8,9,3,0,7,3,33,28.6,+8,2009-10
Lebron James,8,8,2009-11-11,24,CLE,@,ORL,W (+9),1,39:07:00,39,7,2347,13,23,0.565,2,3,0.667,8,9,0.889,2,6,8,4,1,0,4,2,36,26.9,+7,2009-10
Lebron James,9,9,2009-11-12,24,CLE,@,MIA,W (+7),1,38:53:00,38,53,2333,8,20,0.4,2,4,0.5,16,18,0.889,1,3,4,7,2,1,2,2,34,28.8,+6,2009-10
Lebron James,10,10,2009-11-14,24,CLE,,UTA,W (+4),1,37:33:00,37,33,2253,6,15,0.4,0,3,0,9,12,0.75,0,6,6,9,2,1,2,1,21,20.1,+6,2009-10
Lebron James,11,11,2009-11-17,24,CLE,,GSW,W (+6),1,38:32:00,38,32,2312,11,19,0.579,1,5,0.2,8,10,0.8,0,5,5,12,1,2,2,2,31,30.8,+8,2009-10
Lebron James,12,12,2009-11-18,24,CLE,@,WAS,L (-17),1,35:08:00,35,8,2108,12,20,0.6,3,7,0.429,7,8,0.875,0,2,2,9,2,0,6,4,34,25.7,-12,2009-10
Lebron James,13,13,2009-11-20,24,CLE,@,IND,W (+10),1,37:53:00,37,53,2273,13,25,0.52,1,3,0.333,13,14,0.929,2,7,9,7,1,1,2,1,40,35,+4,2009-10
Lebron James,14,14,2009-11-21,24,CLE,,PHI,W (+6),1,38:32:00,38,32,2312,13,20,0.65,2,4,0.5,4,6,0.667,0,7,7,9,0,0,5,3,32,24.6,+11,2009-10
Lebron James,15,15,2009-11-25,24,CLE,@,DET,W (+10),1,38:49:00,38,49,2329,12,24,0.5,1,4,0.25,9,11,0.818,1,7,8,7,1,0,5,2,34,24.1,+12,2009-10
Lebron James,16,16,2009-11-27,24,CLE,@,CHA,L (-7),1,38:01:00,38,1,2281,10,19,0.526,2,7,0.286,3,4,0.75,0,6,6,4,0,0,6,4,25,12.3,+3,2009-10
Lebron James,17,17,2009-11-28,24,CLE,,DAL,W (+16),1,36:21:00,36,21,2181,10,20,0.5,0,2,0,5,7,0.714,0,5,5,12,0,0,1,2,25,22.3,+8,2009-10
Lebron James,18,18,2009-12-02,24,CLE,,PHO,W (+17),1,34:37:00,34,37,2077,6,15,0.4,0,3,0,0,0,,1,7,8,10,1,1,3,0,12,12.4,+19,2009-10
Lebron James,19,19,2009-12-04,24,CLE,,CHI,W (+14),1,34:12:00,34,12,2052,8,17,0.471,1,3,0.333,6,10,0.6,0,6,6,11,0,0,1,1,23,20.8,+19,2009-10
Lebron James,20,20,2009-12-06,24,CLE,@,MIL,W (+15),1,32:18:00,32,18,1938,4,10,0.4,0,0,,6,7,0.857,1,4,5,10,1,1,5,2,14,13,+8,2009-10
Lebron James,21,21,2009-12-08,24,CLE,@,MEM,L (-2),1,44:47:00,44,47,2687,14,29,0.483,4,11,0.364,11,12,0.917,4,9,13,6,0,1,5,2,43,32.5,+6,2009-10
Lebron James,22,22,2009-12-09,24,CLE,@,HOU,L (-10),1,39:40:00,39,40,2380,8,21,0.381,2,4,0.5,9,10,0.9,1,5,6,7,1,1,5,2,27,18.1,-13,2009-10
Lebron James,23,23,2009-12-11,24,CLE,,POR,W (+5),1,37:36:00,37,36,2256,14,24,0.583,1,2,0.5,4,6,0.667,1,6,7,7,1,2,4,1,33,26.4,+8,2009-10
Lebron James,24,24,2009-12-13,24,CLE,@,OKC,W (+13),1,38:35:00,38,35,2315,16,29,0.552,5,8,0.625,7,10,0.7,0,7,7,6,4,1,1,1,44,38.5,+13,2009-10
Lebron James,25,25,2009-12-15,24,CLE,,NJN,W (+10),1,40:28:00,40,28,2428,9,19,0.474,1,5,0.2,4,6,0.667,1,5,6,7,2,0,6,3,23,14.4,+7,2009-10
Lebron James,26,26,2009-12-16,24,CLE,@,PHI,W (+7),1,40:17:00,40,17,2417,12,26,0.462,3,6,0.5,9,11,0.818,1,5,6,7,3,1,3,2,36,28.8,+10,2009-10
Lebron James,27,27,2009-12-18,24,CLE,,MIL,W (+3),1,38:22:00,38,22,2302,6,13,0.462,2,4,0.5,12,14,0.857,1,9,10,8,0,3,6,1,26,23.2,+3,2009-10
Lebron James,28,28,2009-12-20,24,CLE,@,DAL,L (-7),1,43:05:00,43,5,2585,9,23,0.391,2,6,0.333,5,7,0.714,0,3,3,6,2,2,2,3,25,17,-5,2009-10
Lebron James,29,29,2009-12-21,24,CLE,@,PHO,W (+18),1,38:26:00,38,26,2306,11,21,0.524,1,3,0.333,6,6,1,1,5,6,4,2,0,3,3,29,21.5,+26,2009-10
Lebron James,30,30,2009-12-23,24,CLE,@,SAC,W (+13),1,43:41:00,43,41,2621,14,30,0.467,1,4,0.25,5,7,0.714,4,12,16,10,0,0,2,1,34,28.8,+26,2009-10
Lebron James,31,31,2009-12-25,24,CLE,@,LAL,W (+15),1,40:44:00,40,44,2444,9,19,0.474,2,7,0.286,6,11,0.545,0,4,4,9,2,1,7,3,26,16.3,+8,2009-10
Lebron James,32,32,2009-12-27,24,CLE,,HOU,W (+25),1,29:26:00,29,26,1766,12,20,0.6,2,5,0.4,3,4,0.75,2,3,5,6,3,1,1,0,29,28.6,+16,2009-10
Lebron James,33,33,2009-12-29,24,CLE,@,ATL,W (+11),1,39:36:00,39,36,2376,6,20,0.3,0,5,0,2,3,0.667,1,7,8,10,5,1,4,2,14,12.7,+6,2009-10
Lebron James,34,34,2009-12-30,25,CLE,,ATL,W (+5),1,43:12:00,43,12,2592,15,23,0.652,4,6,0.667,14,16,0.875,3,7,10,6,2,2,3,3,48,44.7,+7,2009-10
Lebron James,35,35,2010-01-02,25,CLE,@,NJN,W (+8),1,36:27:00,36,27,2187,7,16,0.438,1,4,0.25,13,15,0.867,1,8,9,7,1,2,1,0,28,28.2,+10,2009-10
Lebron James,36,36,2010-01-03,25,CLE,,CHA,L (-3),1,42:51:00,42,51,2571,13,21,0.619,2,6,0.333,1,2,0.5,0,7,7,6,1,1,1,3,29,24.9,-2,2009-10
Lebron James,37,37,2010-01-06,25,CLE,,WAS,W (+23),1,30:50:00,30,50,1850,7,12,0.583,1,4,0.25,8,11,0.727,2,5,7,8,1,2,1,0,23,26.1,+16,2009-10
Lebron James,38,38,2010-01-08,25,CLE,@,DEN,L (-2),1,41:18:00,41,18,2478,12,28,0.429,2,8,0.25,9,13,0.692,2,4,6,7,1,0,8,1,35,18.7,+6,2009-10
Lebron James,39,39,2010-01-10,25,CLE,@,POR,W (+12),1,45:16:00,45,16,2716,13,19,0.684,3,4,0.75,12,14,0.857,0,10,10,8,0,1,3,1,41,38,+16,2009-10
Lebron James,40,40,2010-01-11,25,CLE,@,GSW,W (+3),1,41:37:00,41,37,2497,12,23,0.522,1,4,0.25,12,14,0.857,1,7,8,11,2,4,2,1,37,37.8,+12,2009-10
Lebron James,41,41,2010-01-14,25,CLE,@,UTA,L (-1),1,40:25:00,40,25,2425,12,20,0.6,4,6,0.667,8,12,0.667,1,8,9,6,5,1,5,1,36,32.8,+7,2009-10
Lebron James,42,42,2010-01-16,25,CLE,@,LAC,W (+1),1,38:54:00,38,54,2334,12,20,0.6,3,6,0.5,5,7,0.714,2,2,4,4,2,1,5,3,32,23.3,-1,2009-10
Lebron James,43,43,2010-01-19,25,CLE,,TOR,W (+8),1,41:01:00,41,1,2461,8,18,0.444,0,7,0,12,14,0.857,0,9,9,11,3,3,3,1,28,29.9,+12,2009-10
Lebron James,44,44,2010-01-21,25,CLE,,LAL,W (+6),1,40:24:00,40,24,2424,13,25,0.52,1,9,0.111,10,13,0.769,0,5,5,9,2,1,4,3,37,28.8,+5,2009-10
Lebron James,45,45,2010-01-23,25,CLE,,OKC,W (+1),1,42:38:00,42,38,2558,9,19,0.474,6,10,0.6,13,19,0.684,0,9,9,12,1,1,6,2,37,30.9,-1,2009-10
Lebron James,46,46,2010-01-25,25,CLE,@,MIA,W (+1),1,38:31:00,38,31,2311,9,23,0.391,2,9,0.222,12,17,0.706,0,9,9,4,1,0,4,3,32,18.8,+1,2009-10
Lebron James,47,47,2010-01-27,25,CLE,,MIN,W (+14),1,30:33:00,30,33,1833,3,8,0.375,1,3,0.333,5,6,0.833,0,6,6,11,1,1,3,1,12,15,+16,2009-10
Lebron James,48,48,2010-01-29,25,CLE,@,IND,W (+21),1,35:39:00,35,39,2139,6,18,0.333,0,4,0,10,17,0.588,0,9,9,13,2,4,5,2,22,19.8,+22,2009-10
Lebron James,49,49,2010-01-31,25,CLE,,LAC,W (+25),1,39:55:00,39,55,2395,10,20,0.5,5,6,0.833,7,8,0.875,1,2,3,11,1,0,1,1,32,30.2,+15,2009-10
Lebron James,50,50,2010-02-02,25,CLE,,MEM,W (+16),1,37:07:00,37,7,2227,7,14,0.5,1,4,0.25,7,7,1,1,5,6,15,1,1,4,2,22,24.6,+19,2009-10
Lebron James,51,51,2010-02-04,25,CLE,,MIA,W (+16),1,40:06:00,40,6,2406,9,16,0.563,1,4,0.25,17,21,0.81,2,5,7,8,2,0,4,1,36,32.9,+20,2009-10
Lebron James,52,52,2010-02-06,25,CLE,,NYK,W (+7),1,43:51:00,43,51,2631,17,31,0.548,6,12,0.5,7,7,1,1,7,8,8,5,0,5,2,47,39.7,+4,2009-10
Lebron James,53,53,2010-02-09,25,CLE,,NJN,W (+7),1,42:21:00,42,21,2541,13,21,0.619,1,4,0.25,5,9,0.556,0,3,3,11,1,0,3,0,32,27.5,-2,2009-10
Lebron James,54,54,2010-02-11,25,CLE,,ORL,W (+9),1,45:05:00,45,5,2705,10,21,0.476,2,6,0.333,10,12,0.833,1,7,8,13,2,0,3,2,32,30.6,+16,2009-10
Lebron James,55,55,2010-02-18,25,CLE,,DEN,L (-2),1,47:00:00,47,0,2820,15,33,0.455,1,9,0.111,12,17,0.706,1,12,13,15,2,4,3,1,43,40.1,-5,2009-10
Lebron James,56,56,2010-02-19,25,CLE,@,CHA,L (-17),1,35:30:00,35,30,2130,6,14,0.429,2,6,0.333,8,10,0.8,1,2,3,9,4,0,2,2,22,22.6,-2,2009-10
Lebron James,57,57,2010-02-21,25,CLE,@,ORL,L (-6),1,39:23:00,39,23,2363,12,25,0.48,1,6,0.167,8,12,0.667,0,9,9,6,2,1,5,0,33,23.3,-9,2009-10
Lebron James,58,58,2010-02-23,25,CLE,,NOH,W (+10),1,44:07:00,44,7,2647,7,16,0.438,2,6,0.333,4,4,1,1,4,5,13,2,0,0,0,20,24.6,+17,2009-10
Lebron James,59,59,2010-02-25,25,CLE,@,BOS,W (+20),1,35:57:00,35,57,2157,11,23,0.478,3,6,0.5,11,15,0.733,1,6,7,9,0,0,2,2,36,28.7,+9,2009-10
Lebron James,60,60,2010-02-26,25,CLE,@,TOR,W (+8),1,44:24:00,44,24,2664,10,17,0.588,1,4,0.25,15,16,0.938,0,6,6,9,2,0,1,2,36,36,+8,2009-10
Lebron James,61,61,2010-03-01,25,CLE,,NYK,W (+31),1,31:14:00,31,14,1874,9,17,0.529,1,4,0.25,3,5,0.6,0,7,7,7,2,2,3,0,22,20.3,+39,2009-10
Lebron James,62,62,2010-03-03,25,CLE,@,NJN,W (+19),1,40:41:00,40,41,2441,10,18,0.556,0,4,0,6,7,0.857,2,5,7,14,3,1,3,1,26,30,+18,2009-10
Lebron James,63,63,2010-03-05,25,CLE,,DET,W (+7),1,41:52:00,41,52,2512,16,27,0.593,3,7,0.429,5,6,0.833,2,11,13,6,3,2,4,1,40,36,+12,2009-10
Lebron James,64,,2010-03-06,25,CLE,@,MIL,L (-7),,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
Lebron James,65,,2010-03-08,25,CLE,,SAS,W (+2),,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
Lebron James,66,64,2010-03-12,25,CLE,@,PHI,W (+5),1,42:06:00,42,6,2526,7,18,0.389,3,10,0.3,6,12,0.5,0,6,6,10,1,3,1,2,23,20.9,+2,2009-10
Lebron James,67,65,2010-03-14,25,CLE,,BOS,W (+11),1,38:52:00,38,52,2332,9,21,0.429,1,3,0.333,11,16,0.688,3,5,8,7,2,3,2,2,30,26.7,+3,2009-10
Lebron James,68,66,2010-03-16,25,CLE,@,DET,W (+12),1,43:07:00,43,7,2587,10,22,0.455,1,3,0.333,8,11,0.727,2,10,12,12,1,1,4,0,29,26.9,+13,2009-10
Lebron James,69,67,2010-03-17,25,CLE,,IND,W (+5),1,38:43:00,38,43,2323,11,24,0.458,2,4,0.5,8,10,0.8,1,8,9,9,3,2,6,2,32,25.8,+14,2009-10
Lebron James,70,68,2010-03-19,25,CLE,@,CHI,W (+7),1,37:31:00,37,31,2251,9,21,0.429,0,3,0,11,12,0.917,1,10,11,7,2,2,5,1,29,24.1,+5,2009-10
Lebron James,71,69,2010-03-21,25,CLE,,DET,W (+25),1,30:48:00,30,48,1848,5,9,0.556,2,3,0.667,3,3,1,0,3,3,7,0,1,0,0,15,17.2,+17,2009-10
Lebron James,72,70,2010-03-24,25,CLE,@,NOH,W (+13),1,40:45:00,40,45,2445,15,22,0.682,1,5,0.2,7,8,0.875,2,4,6,9,1,0,3,2,38,34.3,+9,2009-10
Lebron James,73,71,2010-03-26,25,CLE,@,SAS,L (-5),1,39:18:00,39,18,2358,11,21,0.524,1,6,0.167,4,7,0.571,0,5,5,10,2,0,5,2,27,20.2,-5,2009-10
Lebron James,74,72,2010-03-28,25,CLE,,SAC,W (+7),1,39:05:00,39,5,2345,13,22,0.591,3,6,0.5,5,6,0.833,1,6,7,8,3,0,3,2,34,30.7,+8,2009-10
Lebron James,75,73,2010-03-31,25,CLE,,MIL,W (+3),1,39:05:00,39,5,2345,7,17,0.412,0,1,0,9,13,0.692,1,8,9,7,1,1,4,2,23,17.2,+10,2009-10
Lebron James,76,74,2010-04-02,25,CLE,,ATL,W (+5),1,38:22:00,38,22,2302,11,20,0.55,1,3,0.333,4,7,0.571,0,13,13,6,2,0,2,1,27,23.9,+11,2009-10
Lebron James,77,75,2010-04-04,25,CLE,@,BOS,L (-4),1,44:32:00,44,32,2672,14,31,0.452,0,9,0,14,22,0.636,1,6,7,9,1,1,3,0,42,30.2,-1,2009-10
Lebron James,78,76,2010-04-06,25,CLE,,TOR,W (+12),1,35:34:00,35,34,2134,5,13,0.385,0,2,0,9,10,0.9,0,6,6,13,0,1,4,1,19,18.7,+19,2009-10
Lebron James,79,,2010-04-08,25,CLE,@,CHI,L (-1),,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
Lebron James,80,,2010-04-09,25,CLE,,IND,L (-3),,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
Lebron James,81,,2010-04-11,25,CLE,,ORL,L (-6),,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
Lebron James,82,,2010-04-14,25,CLE,@,ATL,L (-16),,,,,,,,,,,,,,,,,,,,,,,,,,2009-10
Derrick Rose,1,1,2010-10-27,22,CHI,@,OKC,L (-11),1,31:19:00,31,19,1879,12,31,0.387,0,4,0,4,4,1,1,3,4,6,0,1,2,4,28,14,-1,2010-11
Derrick Rose,2,2,2010-10-30,22,CHI,,DET,W (+10),1,38:02:00,38,2,2282,13,27,0.481,3,7,0.429,10,13,0.769,1,5,6,7,2,2,7,3,39,26.4,+15,2010-11
Derrick Rose,3,3,2010-11-01,22,CHI,,POR,W (+12),1,36:35:00,36,35,2195,6,11,0.545,0,3,0,4,6,0.667,0,5,5,13,1,0,6,2,16,14.7,+9,2010-11
Derrick Rose,4,4,2010-11-04,22,CHI,,NYK,L (-8),1,34:59:00,34,59,2099,9,17,0.529,2,4,0.5,4,6,0.667,0,1,1,14,1,0,3,2,24,22.2,-10,2010-11
Derrick Rose,5,5,2010-11-05,22,CHI,@,BOS,L (-5),1,45:36:00,45,36,2736,8,19,0.421,0,2,0,2,2,1,2,3,5,9,0,0,6,2,18,9.7,-8,2010-11
Derrick Rose,6,6,2010-11-08,22,CHI,,DEN,W (+2),1,39:30:00,39,30,2370,7,21,0.333,1,2,0.5,3,5,0.6,0,2,2,6,1,1,3,2,18,8,+6,2010-11
Derrick Rose,7,7,2010-11-11,22,CHI,,GSW,W (+30),1,36:42:00,36,42,2202,10,17,0.588,0,3,0,2,2,1,1,2,3,13,1,1,3,0,22,23.2,+31,2010-11
Derrick Rose,8,8,2010-11-13,22,CHI,,WAS,W (+7),1,36:09:00,36,9,2169,8,20,0.4,1,4,0.25,7,7,1,1,3,4,8,2,1,3,1,24,19.7,+12,2010-11
Derrick Rose,9,9,2010-11-16,22,CHI,@,HOU,W (+3),1,37:41:00,37,41,2261,13,20,0.65,4,5,0.8,3,6,0.5,1,2,3,7,3,0,3,4,33,27.6,+6,2010-11
Derrick Rose,10,10,2010-11-17,22,CHI,@,SAS,L (-9),1,37:50:00,37,50,2270,15,27,0.556,2,4,0.5,1,1,1,0,3,3,4,0,0,4,2,33,19,-19,2010-11
Derrick Rose,11,11,2010-11-19,22,CHI,@,DAL,W (+5),1,40:51:00,40,51,2451,8,17,0.471,1,3,0.333,5,9,0.556,2,2,4,6,1,0,4,0,22,14.9,+6,2010-11
Derrick Rose,12,12,2010-11-23,22,CHI,@,LAL,L (-7),1,39:59:00,39,59,2399,11,25,0.44,2,5,0.4,6,9,0.667,1,4,5,8,1,1,3,1,30,21.5,+1,2010-11
Derrick Rose,13,13,2010-11-24,22,CHI,@,PHO,W (+8),1,50:19:00,50,19,3019,14,33,0.424,1,5,0.2,6,6,1,1,11,12,7,0,1,4,6,35,20.7,+7,2010-11
Derrick Rose,14,,2010-11-26,22,CHI,@,DEN,L (-1),,,,,,,,,,,,,,,,,,,,,,,,,,2010-11
Derrick Rose,15,14,2010-11-27,22,CHI,@,SAC,W (+11),1,42:02:00,42,2,2522,10,23,0.435,1,4,0.25,9,9,1,2,5,7,7,1,0,1,3,30,24.5,+10,2010-11
Derrick Rose,16,15,2010-12-01,22,CHI,,ORL,L (-29),1,31:56:00,31,56,1916,5,13,0.385,2,4,0.5,3,6,0.5,0,0,0,4,0,1,3,3,15,6,-24,2010-11
Derrick Rose,17,16,2010-12-03,22,CHI,@,BOS,L (-12),1,36:19:00,36,19,2179,7,17,0.412,1,5,0.2,5,5,1,0,3,3,8,0,0,4,2,20,12.6,-29,2010-11
Derrick Rose,18,17,2010-12-04,22,CHI,,HOU,W (+3),1,44:02:00,44,2,2642,13,28,0.464,4,6,0.667,0,0,,2,5,7,11,5,1,4,4,30,26.3,-4,2010-11
Derrick Rose,19,18,2010-12-06,22,CHI,,OKC,W (+9),1,38:13:00,38,13,2293,3,13,0.231,1,2,0.5,4,4,1,1,3,4,9,2,1,5,2,11,7.9,+13,2010-11
Derrick Rose,20,19,2010-12-08,22,CHI,@,CLE,W (+5),1,37:43:00,37,43,2263,11,22,0.5,3,6,0.5,4,6,0.667,1,3,4,8,0,0,3,0,29,21.4,+3,2010-11
Derrick Rose,21,20,2010-12-10,22,CHI,,LAL,W (+4),1,39:26:00,39,26,2366,12,25,0.48,3,5,0.6,2,4,0.5,2,3,5,9,0,0,4,2,29,19.3,+8,2010-11
Derrick Rose,22,21,2010-12-11,22,CHI,,MIN,W (+31),1,29:31:00,29,31,1771,8,10,0.8,5,6,0.833,0,0,,1,2,3,7,0,1,3,1,21,20.7,+19,2010-11
Derrick Rose,23,22,2010-12-13,22,CHI,,IND,W (+19),1,38:45:00,38,45,2325,6,18,0.333,3,6,0.5,2,3,0.667,1,5,6,12,1,0,3,3,17,13.8,+25,2010-11
Derrick Rose,24,23,2010-12-15,22,CHI,@,TOR,W (+17),1,29:37:00,29,37,1777,3,9,0.333,0,2,0,0,0,,2,1,3,11,2,0,5,0,6,7.3,+22,2010-11
Derrick Rose,25,24,2010-12-18,22,CHI,,LAC,L (-1),1,41:09:00,41,9,2469,12,24,0.5,3,6,0.5,7,9,0.778,2,4,6,8,0,2,4,1,34,26.4,+8,2010-11
Derrick Rose,26,25,2010-12-21,22,CHI,,PHI,W (+45),1,29:10:00,29,10,1750,7,13,0.538,2,4,0.5,6,6,1,0,5,5,12,1,0,0,1,22,26.2,+41,2010-11
Derrick Rose,27,26,2010-12-22,22,CHI,@,WAS,W (+7),1,38:10:00,38,10,2290,9,21,0.429,0,6,0,7,10,0.7,1,4,5,5,1,3,4,4,25,15.6,+1,2010-11
Derrick Rose,28,27,2010-12-25,22,CHI,@,NYK,L (-8),1,41:21:00,41,21,2481,12,28,0.429,0,2,0,1,3,0.333,2,5,7,8,6,0,7,2,25,16.1,-3,2010-11
Derrick Rose,29,28,2010-12-26,22,CHI,@,DET,W (+3),1,41:14:00,41,14,2474,9,23,0.391,0,3,0,5,6,0.833,1,11,12,8,2,0,6,2,23,14.9,+9,2010-11
Derrick Rose,30,29,2010-12-28,22,CHI,,MIL,W (+13),1,39:50:00,39,50,2390,7,17,0.412,3,4,0.75,1,1,1,1,5,6,12,1,0,2,1,18,18.1,+13,2010-11
Derrick Rose,31,30,2010-12-31,22,CHI,,NJN,W (+9),1,39:28:00,39,28,2368,5,16,0.313,2,6,0.333,7,7,1,1,3,4,9,0,0,1,0,19,16.7,+4,2010-11
Derrick Rose,32,31,2011-01-01,22,CHI,,CLE,W (+9),1,37:08:00,37,8,2228,9,21,0.429,2,6,0.333,8,10,0.8,0,1,1,11,0,1,3,1,28,21.4,+16,2010-11
Derrick Rose,33,32,2011-01-04,22,CHI,,TOR,W (+20),1,29:44:00,29,44,1784,7,11,0.636,2,3,0.667,3,3,1,0,1,1,6,0,0,1,1,19,17.2,+4,2010-11
Derrick Rose,34,33,2011-01-05,22,CHI,@,NJN,L (-2),1,32:50:00,32,50,1970,7,13,0.538,2,5,0.4,5,7,0.714,0,1,1,1,0,0,5,2,21,9.1,-14,2010-11
Derrick Rose,35,34,2011-01-07,22,CHI,@,PHI,L (-6),1,35:26:00,35,26,2126,8,21,0.381,1,6,0.167,10,10,1,1,3,4,9,3,0,4,1,27,22,-10,2010-11
Derrick Rose,36,35,2011-01-08,22,CHI,,BOS,W (+11),1,38:58:00,38,58,2338,10,19,0.526,1,3,0.333,15,19,0.789,1,4,5,2,0,0,4,0,36,24.4,+9,2010-11
Derrick Rose,37,36,2011-01-10,22,CHI,,DET,W (+13),1,43:21:00,43,21,2601,10,20,0.5,0,3,0,9,9,1,2,3,5,7,2,1,3,0,29,25.9,+15,2010-11
Derrick Rose,38,37,2011-01-12,22,CHI,@,CHA,L (-5),1,35:47:00,35,47,2147,5,17,0.294,0,1,0,7,7,1,0,2,2,7,1,1,4,1,17,9.9,-8,2010-11
Derrick Rose,39,38,2011-01-14,22,CHI,@,IND,W (+13),1,36:21:00,36,21,2181,11,21,0.524,3,6,0.5,4,5,0.8,1,9,10,5,0,2,3,1,29,23.2,+14,2010-11
Derrick Rose,40,39,2011-01-15,22,CHI,,MIA,W (+3),1,42:43:00,42,43,2563,12,27,0.444,2,6,0.333,8,8,1,1,3,4,8,0,3,2,1,34,26.8,-1,2010-11
Derrick Rose,41,40,2011-01-17,22,CHI,@,MEM,W (+12),1,39:45:00,39,45,2385,7,20,0.35,1,3,0.333,7,9,0.778,2,8,10,12,1,1,1,2,22,22.1,+13,2010-11
Derrick Rose,42,41,2011-01-18,22,CHI,,CHA,L (-1),1,38:29:00,38,29,2309,14,28,0.5,2,4,0.5,3,4,0.75,2,3,5,4,0,1,3,3,33,20.2,-3,2010-11
Derrick Rose,43,42,2011-01-20,22,CHI,,DAL,W (+5),1,43:30:00,43,30,2610,9,28,0.321,2,5,0.4,6,6,1,3,4,7,9,0,2,4,1,26,16.6,+2,2010-11
Derrick Rose,44,43,2011-01-22,22,CHI,,CLE,W (+13),1,38:37:00,38,37,2317,8,20,0.4,1,3,0.333,7,9,0.778,0,2,2,8,4,3,5,2,24,18.9,+9,2010-11
Derrick Rose,45,44,2011-01-24,22,CHI,,MIL,W (+9),1,36:35:00,36,35,2195,5,16,0.313,1,3,0.333,10,10,1,1,1,2,10,1,1,3,0,21,18.5,0,2010-11
Derrick Rose,46,45,2011-01-28,22,CHI,,ORL,W (+9),1,37:41:00,37,41,2261,6,21,0.286,2,6,0.333,8,8,1,2,4,6,12,0,0,2,2,22,17.9,+11,2010-11
Derrick Rose,47,46,2011-01-29,22,CHI,,IND,W (+21),1,34:36:00,34,36,2076,8,17,0.471,1,4,0.25,3,3,1,1,2,3,7,1,0,2,0,20,16.5,+11,2010-11
Derrick Rose,48,47,2011-02-02,22,CHI,@,LAC,W (+18),1,37:31:00,37,31,2251,11,18,0.611,4,8,0.5,6,8,0.75,0,3,3,11,1,1,2,1,32,30.9,+11,2010-11
Derrick Rose,49,48,2011-02-05,22,CHI,@,GSW,L (-11),1,40:23:00,40,23,2423,6,15,0.4,0,5,0,2,2,1,1,2,3,10,1,0,9,3,14,5,-5,2010-11
Derrick Rose,50,49,2011-02-07,22,CHI,@,POR,L (-6),1,38:26:00,38,26,2306,14,27,0.519,1,6,0.167,7,8,0.875,0,1,1,6,0,0,4,2,36,22,-11,2010-11
Derrick Rose,51,50,2011-02-09,22,CHI,@,UTA,W (+5),1,38:53:00,38,53,2333,11,26,0.423,2,5,0.4,5,5,1,2,1,3,7,1,0,1,2,29,21,+1,2010-11
Derrick Rose,52,51,2011-02-12,22,CHI,@,NOH,W (+9),1,35:34:00,35,34,2134,7,15,0.467,1,2,0.5,8,8,1,0,4,4,6,1,0,4,2,23,16.9,+8,2010-11
Derrick Rose,53,52,2011-02-15,22,CHI,,CHA,W (+12),1,37:51:00,37,51,2271,5,14,0.357,0,3,0,8,9,0.889,0,3,3,13,1,0,6,3,18,13.6,+15,2010-11
Derrick Rose,54,53,2011-02-17,22,CHI,,SAS,W (+10),1,38:30:00,38,30,2310,18,28,0.643,0,4,0,6,6,1,2,3,5,8,0,1,1,2,42,36.4,+15,2010-11
Derrick Rose,55,54,2011-02-23,22,CHI,@,TOR,L (-5),1,38:29:00,38,29,2309,8,22,0.364,2,6,0.333,14,16,0.875,0,1,1,10,1,0,3,1,32,23.9,-2,2010-11
Derrick Rose,56,55,2011-02-24,22,CHI,,MIA,W (+4),1,37:22:00,37,22,2242,9,24,0.375,1,5,0.2,7,8,0.875,0,5,5,6,0,0,4,2,26,13.3,-2,2010-11
