PLAYER_NAME,GAME_NUMBER,GAME_PLAYED,DATE,AGE,TEAM,HOME_AWAY,OPP,RESULT,GS,MP,MIN,SEC,SECONDS_PLAYED,FG,FGA,FG_PERCENT,THREEP,THREEPA,THREEP_PERCENT,FT,FTA,FT_PERCENT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSC,PLUS_MINUS,SEASON
James Harden,30,30,2017-12-20,28,HOU,,LAL,L (-6),1,43:18:00,43,18,2598,15,27,0.556,4,6,0.667,17,21,0.81,0,3,3,9,1,1,6,5,51,37.4,+4,2017-18
James Harden,31,31,2017-12-22,28,HOU,,LAC,L (-10),1,41:24:00,41,24,2484,15,28,0.536,6,14,0.429,15,16,0.938,0,4,4,8,3,0,8,6,51,36.4,-11,2017-18
James Harden,32,32,2017-12-25,28,HOU,@,OKC,L (-5),1,38:34:00,38,34,2314,7,18,0.389,3,11,0.273,12,14,0.857,1,7,8,14,2,1,1,0,29,32.7,-7,2017-18
James Harden,33,33,2017-12-28,28,HOU,@,BOS,L (-1),1,39:03:00,39,3,2343,7,27,0.259,5,15,0.333,15,15,1,0,6,6,10,2,0,8,4,34,19.1,0,2017-18
James Harden,34,34,2017-12-29,28,HOU,@,WAS,L (-18),1,29:25:00,29,25,1765,7,14,0.5,1,4,0.25,5,6,0.833,1,0,1,4,1,1,5,1,20,12.4,0,2017-18
James Harden,35,35,2017-12-31,28,HOU,,LAL,W (+6),1,40:47:00,40,47,2447,10,20,0.5,3,8,0.375,17,21,0.81,0,2,2,11,2,2,1,2,40,38.3,+4,2017-18
James Harden,36,,2018-01-03,28,HOU,@,ORL,W (+18),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
James Harden,37,,2018-01-04,28,HOU,,GSW,L (-10),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
James Harden,38,,2018-01-06,28,HOU,@,DET,L (-7),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
James Harden,39,,2018-01-08,28,HOU,@,CHI,W (+9),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
James Harden,40,,2018-01-10,28,HOU,,POR,W (+9),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
James Harden,41,,2018-01-12,28,HOU,@,PHO,W (+17),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
James Harden,42,,2018-01-15,28,HOU,@,LAC,L (-11),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
James Harden,43,36,2018-01-18,28,HOU,,MIN,W (+18),1,25:51:00,25,51,1551,3,15,0.2,1,5,0.2,3,3,1,1,1,2,7,2,2,2,1,10,7.6,-11,2017-18
James Harden,44,37,2018-01-20,28,HOU,,GSW,W (+8),1,34:35:00,34,35,2075,8,16,0.5,5,9,0.556,1,2,0.5,0,2,2,8,2,2,6,1,22,16.8,-6,2017-18
James Harden,45,38,2018-01-22,28,HOU,,MIA,W (+9),1,34:49:00,34,49,2089,10,26,0.385,5,13,0.385,3,4,0.75,0,2,2,5,2,2,6,2,28,14.1,+6,2017-18
James Harden,46,39,2018-01-24,28,HOU,@,DAL,W (+7),1,32:32:00,32,32,1952,9,16,0.563,6,10,0.6,1,2,0.5,1,4,5,13,1,1,1,1,25,28.3,+30,2017-18
James Harden,47,40,2018-01-26,28,HOU,@,NOP,L (-2),1,33:56:00,33,56,2036,5,16,0.313,1,9,0.111,12,14,0.857,0,5,5,11,2,1,4,4,23,19.3,-12,2017-18
James Harden,48,41,2018-01-28,28,HOU,,PHO,W (+11),1,37:57:00,37,57,2277,8,21,0.381,3,11,0.273,8,12,0.667,3,7,10,8,2,1,6,1,27,20,+16,2017-18
James Harden,49,42,2018-01-30,28,HOU,,ORL,W (+7),1,46:26:00,46,26,2786,19,30,0.633,5,14,0.357,17,18,0.944,2,8,10,11,4,1,5,2,60,56.6,+7,2017-18
James Harden,50,43,2018-02-01,28,HOU,@,SAS,W (+11),1,36:48:00,36,48,2208,10,20,0.5,5,12,0.417,3,3,1,0,2,2,11,1,2,3,1,28,25.3,+18,2017-18
James Harden,51,44,2018-02-03,28,HOU,@,CLE,W (+32),1,31:08:00,31,8,1868,5,16,0.313,1,11,0.091,5,5,1,0,6,6,9,2,0,4,2,16,12.1,+11,2017-18
James Harden,52,45,2018-02-06,28,HOU,@,BRK,W (+10),1,34:23:00,34,23,2063,11,23,0.478,4,10,0.4,10,10,1,0,4,4,5,0,1,2,4,36,26.1,-7,2017-18
James Harden,53,46,2018-02-07,28,HOU,@,MIA,W (+8),1,36:22:00,36,22,2182,13,25,0.52,5,12,0.417,10,12,0.833,0,4,4,6,3,1,4,2,41,32.2,+9,2017-18
James Harden,54,47,2018-02-09,28,HOU,,DEN,W (+26),1,27:23:00,27,23,1643,7,16,0.438,5,11,0.455,9,11,0.818,1,6,7,11,0,0,5,2,28,23.2,+23,2017-18
James Harden,55,48,2018-02-11,28,HOU,,DAL,W (+7),1,34:09:00,34,9,2049,6,19,0.316,4,13,0.308,11,12,0.917,0,6,6,5,2,1,3,1,27,20.3,+5,2017-18
James Harden,56,49,2018-02-13,28,HOU,@,MIN,W (+18),1,35:49:00,35,49,2149,10,20,0.5,6,10,0.6,8,9,0.889,0,6,6,13,0,1,1,2,34,33.4,+11,2017-18
James Harden,57,50,2018-02-14,28,HOU,,SAC,W (+9),1,35:01:00,35,1,2101,7,19,0.368,5,15,0.333,9,11,0.818,0,9,9,9,2,1,6,2,28,21.6,+14,2017-18
James Harden,58,51,2018-02-23,28,HOU,,MIN,W (+18),1,34:28:00,34,28,2068,8,25,0.32,3,10,0.3,12,12,1,0,2,2,9,2,0,4,2,31,20.8,+12,2017-18
James Harden,59,52,2018-02-25,28,HOU,@,DEN,W (+5),1,37:15:00,37,15,2235,11,20,0.55,6,10,0.6,13,16,0.813,1,7,8,7,1,0,5,2,41,33.1,+12,2017-18
James Harden,60,53,2018-02-26,28,HOU,@,UTA,W (+11),1,34:58:00,34,58,2098,8,13,0.615,1,5,0.2,9,12,0.75,1,10,11,5,4,0,6,1,26,23.7,+15,2017-18
James Harden,61,54,2018-02-28,28,HOU,@,LAC,W (+13),1,33:13:00,33,13,1993,7,14,0.5,3,10,0.3,8,9,0.889,0,3,3,7,2,1,4,4,25,20.5,+17,2017-18
James Harden,62,55,2018-03-03,28,HOU,,BOS,W (+3),1,37:48:00,37,48,2268,6,18,0.333,3,12,0.25,11,13,0.846,2,5,7,10,5,1,4,2,26,25.8,+20,2017-18
James Harden,63,56,2018-03-06,28,HOU,@,OKC,W (+10),1,36:06:00,36,6,2166,8,13,0.615,1,3,0.333,6,7,0.857,0,5,5,11,4,1,10,4,23,19,+3,2017-18
James Harden,64,57,2018-03-07,28,HOU,@,MIL,W (+11),1,34:46:00,34,46,2086,8,20,0.4,3,10,0.3,7,7,1,0,5,5,6,4,1,5,2,26,19.8,+5,2017-18
James Harden,65,58,2018-03-09,28,HOU,@,TOR,L (-3),1,33:29:00,33,29,2009,15,22,0.682,4,8,0.5,6,7,0.857,0,2,2,4,0,1,4,1,40,29.9,+1,2017-18
James Harden,66,,2018-03-11,28,HOU,@,DAL,W (+23),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
James Harden,67,59,2018-03-12,28,HOU,,SAS,W (+16),1,28:56:00,28,56,1736,6,17,0.353,2,11,0.182,14,14,1,2,4,6,6,0,0,3,3,28,21.1,+17,2017-18
James Harden,68,60,2018-03-15,28,HOU,,LAC,W (+5),1,34:25:00,34,25,2065,7,16,0.438,2,8,0.25,8,9,0.889,2,3,5,7,1,1,3,3,24,19.9,+1,2017-18
James Harden,69,61,2018-03-17,28,HOU,@,NOP,W (+6),1,37:41:00,37,41,2261,11,28,0.393,4,13,0.308,6,8,0.75,4,7,11,8,2,0,2,2,32,25.7,+18,2017-18
James Harden,70,62,2018-03-18,28,HOU,@,MIN,W (+9),1,36:45:00,36,45,2205,9,18,0.5,2,9,0.222,14,14,1,0,4,4,12,2,1,4,2,34,32.5,+10,2017-18
James Harden,71,63,2018-03-20,28,HOU,@,POR,W (+4),1,32:47:00,32,47,1967,13,25,0.52,5,7,0.714,11,15,0.733,0,6,6,7,0,0,4,3,42,29.6,-5,2017-18
James Harden,72,64,2018-03-22,28,HOU,,DET,W (+4),1,40:23:00,40,23,2423,4,20,0.2,0,8,0,13,18,0.722,0,8,8,5,2,2,3,2,21,12.1,-8,2017-18
James Harden,73,65,2018-03-24,28,HOU,,NOP,W (+23),1,29:31:00,29,31,1771,11,24,0.458,3,11,0.273,2,2,1,0,6,6,8,1,1,9,0,27,14.7,+14,2017-18
James Harden,74,66,2018-03-25,28,HOU,,ATL,W (+19),1,30:03:00,30,3,1803,6,15,0.4,1,7,0.143,5,5,1,0,10,10,15,2,0,2,2,18,22.6,+14,2017-18
James Harden,75,,2018-03-27,28,HOU,,CHI,W (+32),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
James Harden,76,67,2018-03-30,28,HOU,,PHO,W (+1),1,38:17:00,38,17,2297,8,21,0.381,1,8,0.125,11,17,0.647,0,8,8,10,2,1,4,1,28,21.8,-2,2017-18
James Harden,77,68,2018-04-01,28,HOU,@,SAS,L (-17),1,35:57:00,35,57,2157,8,19,0.421,1,6,0.167,8,8,1,1,2,3,8,0,0,5,5,25,14.8,-19,2017-18
James Harden,78,69,2018-04-03,28,HOU,,WAS,W (+16),1,33:59:00,33,59,2039,12,18,0.667,5,8,0.625,9,10,0.9,1,9,10,9,1,1,3,1,38,37.8,+17,2017-18
James Harden,79,70,2018-04-05,28,HOU,,POR,W (+2),1,34:21:00,34,21,2061,7,13,0.538,3,6,0.5,7,10,0.7,1,5,6,7,1,0,8,0,24,16.6,+7,2017-18
James Harden,80,71,2018-04-07,28,HOU,,OKC,L (-6),1,36:25:00,36,25,2185,7,16,0.438,3,8,0.375,9,12,0.75,0,4,4,9,1,1,5,5,26,18.6,+2,2017-18
James Harden,81,72,2018-04-10,28,HOU,@,LAL,W (+6),1,30:51:00,30,51,1851,6,15,0.4,3,7,0.429,6,6,1,1,3,4,10,1,1,6,0,21,17.2,0,2017-18
James Harden,82,,2018-04-11,28,HOU,@,SAC,L (-13),,,,,,,,,,,,,,,,,,,,,,,,,,2017-18
Giannis Antetoukounmpo,1,1,2018-10-17,23,MIL,@,CHO,W (+1),1,34:46:00,34,46,2086,9,21,0.429,0,3,0,7,12,0.583,3,15,18,8,0,1,8,5,25,14.8,+11,2018-19
Giannis Antetoukounmpo,2,2,2018-10-19,23,MIL,,IND,W (+17),1,31:59:00,31,59,1919,12,23,0.522,0,6,0,2,3,0.667,3,12,15,5,2,1,6,4,26,18.6,+14,2018-19
Giannis Antetoukounmpo,3,3,2018-10-22,23,MIL,,NYK,W (+11),1,36:55:00,36,55,2215,13,29,0.448,1,3,0.333,4,6,0.667,9,6,15,4,0,2,3,4,31,22.8,+9,2018-19
Giannis Antetoukounmpo,4,4,2018-10-24,23,MIL,,PHI,W (+15),1,37:21:00,37,21,2241,12,24,0.5,0,3,0,8,9,0.889,3,15,18,10,2,3,5,4,32,30.7,+11,2018-19
Giannis Antetoukounmpo,5,5,2018-10-26,23,MIL,@,MIN,W (+30),1,23:29,23,29,1409,5,9,0.556,0,1,0,5,6,0.833,0,12,12,6,0,2,4,4,15,13.9,+15,2018-19
Giannis Antetoukounmpo,6,6,2018-10-27,23,MIL,,ORL,W (+22),1,19:23,19,23,1163,9,12,0.75,0,0,,3,4,0.75,0,7,7,1,0,1,4,2,21,14.5,+14,2018-19
Giannis Antetoukounmpo,7,,2018-10-29,23,MIL,,TOR,W (+15),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
Giannis Antetoukounmpo,8,7,2018-11-01,23,MIL,@,BOS,L (-4),1,36:16:00,36,16,2176,13,22,0.591,0,1,0,7,11,0.636,2,9,11,2,3,0,4,2,33,24.9,-4,2018-19
Giannis Antetoukounmpo,9,8,2018-11-04,23,MIL,,SAC,W (+35),1,30:06:00,30,6,1806,8,11,0.727,1,2,0.5,9,12,0.75,3,12,15,11,1,1,5,3,26,29.2,+39,2018-19
Giannis Antetoukounmpo,10,9,2018-11-06,23,MIL,@,POR,L (-15),1,37:04:00,37,4,2224,11,18,0.611,0,2,0,1,2,0.5,2,7,9,6,0,0,6,1,23,15.7,-7,2018-19
Giannis Antetoukounmpo,11,10,2018-11-08,23,MIL,@,GSW,W (+23),1,26:24:00,26,24,1584,7,16,0.438,0,2,0,10,11,0.909,2,7,9,4,2,2,2,5,24,20.9,+13,2018-19
Giannis Antetoukounmpo,12,11,2018-11-10,23,MIL,@,LAC,L (-2),1,41:07:00,41,7,2467,11,19,0.579,0,2,0,5,11,0.455,4,14,18,4,5,2,6,5,27,23.9,-9,2018-19
Giannis Antetoukounmpo,13,12,2018-11-11,23,MIL,@,DEN,W (+7),1,36:12:00,36,12,2172,11,16,0.688,0,1,0,0,5,0,0,9,9,8,2,1,3,2,22,20.4,+8,2018-19
Giannis Antetoukounmpo,14,13,2018-11-14,23,MIL,,MEM,L (-3),1,34:30:00,34,30,2070,10,14,0.714,0,2,0,11,12,0.917,1,8,9,4,1,2,6,4,31,25.5,+4,2018-19
Giannis Antetoukounmpo,15,14,2018-11-16,23,MIL,,CHI,W (+19),1,31:36:00,31,36,1896,8,15,0.533,2,4,0.5,5,9,0.556,4,9,13,4,0,3,4,2,23,19.7,+18,2018-19
Giannis Antetoukounmpo,16,15,2018-11-19,23,MIL,,DEN,W (+6),1,39:29:00,39,29,2369,13,25,0.52,0,6,0,3,6,0.5,3,9,12,6,2,0,4,3,29,21.3,+11,2018-19
Giannis Antetoukounmpo,17,16,2018-11-21,23,MIL,,POR,W (+43),1,29:39:00,29,39,1779,13,20,0.65,1,3,0.333,6,9,0.667,5,11,16,9,3,0,3,1,33,35.7,+27,2018-19
Giannis Antetoukounmpo,18,17,2018-11-23,23,MIL,,PHO,L (-2),1,36:28:00,36,28,2188,14,16,0.875,0,1,0,7,12,0.583,1,9,10,3,1,0,4,2,35,29.1,+7,2018-19
Giannis Antetoukounmpo,19,18,2018-11-24,23,MIL,,SAS,W (+6),1,38:49:00,38,49,2329,9,16,0.563,0,3,0,16,20,0.8,2,16,18,8,2,1,3,3,34,35.1,+21,2018-19
Giannis Antetoukounmpo,20,19,2018-11-26,23,MIL,@,CHO,L (-3),1,39:55:00,39,55,2395,7,15,0.467,1,3,0.333,5,7,0.714,2,11,13,9,1,3,1,4,20,23,+6,2018-19
Giannis Antetoukounmpo,21,20,2018-11-28,23,MIL,,CHI,W (+3),1,33:56:00,33,56,2036,14,21,0.667,0,3,0,8,12,0.667,2,9,11,8,2,1,4,2,36,32.9,+1,2018-19
Giannis Antetoukounmpo,22,21,2018-12-01,23,MIL,@,NYK,L (-2),1,41:50:00,41,50,2510,10,17,0.588,0,1,0,13,16,0.813,3,16,19,7,3,2,6,2,33,33.3,-6,2018-19
Giannis Antetoukounmpo,23,22,2018-12-05,23,MIL,,DET,W (+23),1,26:15:00,26,15,1575,6,12,0.5,0,2,0,3,4,0.75,1,6,7,5,1,1,5,4,15,9.7,+22,2018-19
Giannis Antetoukounmpo,24,23,2018-12-07,24,MIL,,GSW,L (-10),1,33:57:00,33,57,2037,8,13,0.615,0,2,0,6,9,0.667,4,11,15,5,2,2,4,5,22,21.9,-3,2018-19
Giannis Antetoukounmpo,25,24,2018-12-09,24,MIL,@,TOR,W (+5),1,37:03:00,37,3,2223,8,15,0.533,1,3,0.333,2,3,0.667,5,14,19,6,0,1,2,3,19,20.7,+9,2018-19
Giannis Antetoukounmpo,26,,2018-12-10,24,MIL,,CLE,W (+16),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
Giannis Antetoukounmpo,27,25,2018-12-12,24,MIL,@,IND,L (-16),1,31:29:00,31,29,1889,4,6,0.667,1,2,0.5,3,6,0.5,2,8,10,7,0,0,4,5,12,10.9,-31,2018-19
Giannis Antetoukounmpo,28,26,2018-12-14,24,MIL,@,CLE,W (+12),1,37:31:00,37,31,2251,14,19,0.737,0,0,,16,21,0.762,4,10,14,8,0,2,4,5,44,41.1,+25,2018-19
Giannis Antetoukounmpo,29,27,2018-12-17,24,MIL,@,DET,W (+3),1,31:11:00,31,11,1871,15,21,0.714,0,3,0,2,2,1,3,9,12,5,0,2,6,5,32,25,-8,2018-19
Giannis Antetoukounmpo,30,28,2018-12-19,24,MIL,,NOP,W (+8),1,33:45:00,33,45,2025,8,13,0.615,0,0,,9,13,0.692,1,7,8,8,2,1,6,4,25,21,+7,2018-19
Giannis Antetoukounmpo,31,29,2018-12-21,24,MIL,@,BOS,W (+13),1,33:07:00,33,7,1987,8,13,0.615,1,3,0.333,13,17,0.765,3,5,8,5,0,3,4,3,30,26.5,+14,2018-19
Giannis Antetoukounmpo,32,30,2018-12-22,24,MIL,@,MIA,L (-7),1,33:37:00,33,37,2017,3,12,0.25,0,2,0,3,4,0.75,0,13,13,3,0,2,4,5,9,2.8,-9,2018-19
Giannis Antetoukounmpo,33,31,2018-12-25,24,MIL,@,NYK,W (+14),1,35:11:00,35,11,2111,13,21,0.619,0,2,0,4,7,0.571,2,12,14,3,4,2,2,3,30,28.6,+15,2018-19
Giannis Antetoukounmpo,34,32,2018-12-27,24,MIL,,NYK,W (+16),1,34:42:00,34,42,2082,10,20,0.5,1,4,0.25,10,14,0.714,2,12,14,8,1,4,6,3,31,26.6,-2,2018-19
Giannis Antetoukounmpo,35,33,2018-12-29,24,MIL,,BRK,W (+14),1,34:20:00,34,20,2060,13,17,0.765,2,3,0.667,3,5,0.6,2,8,10,10,2,3,4,2,31,33.6,+7,2018-19
Giannis Antetoukounmpo,36,34,2019-01-01,24,MIL,,DET,W (+23),1,26:23:00,26,23,1583,6,11,0.545,0,1,0,3,5,0.6,0,8,8,7,1,3,3,5,15,14.3,+15,2018-19
Giannis Antetoukounmpo,37,35,2019-01-04,24,MIL,,ATL,W (+32),1,19:24,19,24,1164,6,8,0.75,0,1,0,4,6,0.667,1,7,8,10,1,2,0,2,16,23.4,+21,2018-19
Giannis Antetoukounmpo,38,36,2019-01-05,24,MIL,,TOR,L (-7),1,39:38:00,39,38,2378,16,25,0.64,3,5,0.6,8,11,0.727,1,17,18,4,1,0,6,2,43,33.5,-8,2018-19
Giannis Antetoukounmpo,39,37,2019-01-07,24,MIL,,UTA,W (+12),1,35:23:00,35,23,2123,13,30,0.433,0,4,0,4,6,0.667,3,7,10,2,1,2,1,6,30,18,+7,2018-19
Giannis Antetoukounmpo,40,38,2019-01-09,24,MIL,@,HOU,W (+7),1,36:32:00,36,32,2192,8,16,0.5,0,1,0,11,14,0.786,4,17,21,5,1,0,3,2,27,26.4,+14,2018-19
Giannis Antetoukounmpo,41,,2019-01-11,24,MIL,@,WAS,L (-7),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
Giannis Antetoukounmpo,42,39,2019-01-13,24,MIL,@,ATL,W (+19),1,30:52:00,30,52,1852,9,17,0.529,1,3,0.333,14,19,0.737,2,4,6,4,3,1,4,3,33,26.6,+20,2018-19
Giannis Antetoukounmpo,43,40,2019-01-15,24,MIL,,MIA,W (+38),1,24:52:00,24,52,1492,4,9,0.444,0,0,,4,8,0.5,1,9,10,10,3,0,2,2,12,16.3,+24,2018-19
Giannis Antetoukounmpo,44,41,2019-01-16,24,MIL,@,MEM,W (+10),1,21:34,21,34,1294,10,14,0.714,0,1,0,7,8,0.875,1,10,11,3,1,2,1,4,27,26.4,+9,2018-19
Giannis Antetoukounmpo,45,42,2019-01-19,24,MIL,@,ORL,W (+10),1,32:24:00,32,24,1944,10,17,0.588,1,3,0.333,4,6,0.667,2,11,13,5,2,0,5,3,25,20.3,+20,2018-19
Giannis Antetoukounmpo,46,43,2019-01-21,24,MIL,,DAL,W (+10),1,35:46:00,35,46,2146,10,20,0.5,1,2,0.5,10,12,0.833,3,12,15,5,0,0,5,4,31,22.8,+10,2018-19
Giannis Antetoukounmpo,47,44,2019-01-25,24,MIL,,CHO,W (+9),1,37:54:00,37,54,2274,14,21,0.667,0,2,0,6,8,0.75,1,13,14,3,3,3,2,5,34,31.9,+5,2018-19
Giannis Antetoukounmpo,48,45,2019-01-27,24,MIL,@,OKC,L (-6),1,34:40:00,34,40,2080,8,22,0.364,3,5,0.6,8,12,0.667,4,14,18,4,1,0,4,4,27,18.4,0,2018-19
Giannis Antetoukounmpo,49,46,2019-01-29,24,MIL,@,DET,W (+10),1,34:52:00,34,52,2092,8,16,0.5,1,4,0.25,4,5,0.8,1,7,8,11,3,2,2,5,21,23.5,+10,2018-19
Giannis Antetoukounmpo,50,47,2019-01-31,24,MIL,@,TOR,W (+13),1,28:10:00,28,10,1690,7,13,0.538,1,4,0.25,4,5,0.8,1,8,9,5,4,2,1,5,19,21.3,+12,2018-19
Giannis Antetoukounmpo,51,48,2019-02-02,24,MIL,@,WAS,W (+16),1,32:42:00,32,42,1962,10,20,0.5,0,3,0,17,17,1,1,9,10,2,1,0,4,4,37,27.2,+21,2018-19
Giannis Antetoukounmpo,52,49,2019-02-04,24,MIL,@,BRK,W (+19),1,31:43:00,31,43,1903,12,19,0.632,0,2,0,6,8,0.75,2,13,15,9,0,3,4,2,30,29.6,+7,2018-19
Giannis Antetoukounmpo,53,50,2019-02-06,24,MIL,,WAS,W (+19),1,31:28:00,31,28,1888,17,21,0.81,3,3,1,6,11,0.545,2,4,6,4,3,0,4,4,43,35.9,+2,2018-19
Giannis Antetoukounmpo,54,51,2019-02-08,24,MIL,@,DAL,W (+15),1,30:42:00,30,42,1842,13,19,0.684,1,3,0.333,2,2,1,2,14,16,5,0,1,3,3,29,26.5,+25,2018-19
Giannis Antetoukounmpo,55,,2019-02-09,24,MIL,,ORL,L (-20),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
Giannis Antetoukounmpo,56,52,2019-02-11,24,MIL,@,CHI,W (+13),1,34:50:00,34,50,2090,9,13,0.692,2,3,0.667,9,14,0.643,2,15,17,8,0,3,6,3,29,27.9,+21,2018-19
Giannis Antetoukounmpo,57,53,2019-02-13,24,MIL,@,IND,W (+9),1,38:02:00,38,2,2282,12,22,0.545,0,2,0,9,10,0.9,7,12,19,11,2,1,2,1,33,38.5,+19,2018-19
Giannis Antetoukounmpo,58,54,2019-02-21,24,MIL,,BOS,W (+1),1,36:44:00,36,44,2204,11,19,0.579,1,2,0.5,7,10,0.7,2,11,13,6,1,2,4,2,30,26.4,-10,2018-19
Giannis Antetoukounmpo,59,55,2019-02-23,24,MIL,,MIN,W (+12),1,32:44:00,32,44,1964,9,16,0.563,3,4,0.75,6,6,1,1,9,10,7,1,2,3,2,27,26.3,+15,2018-19
Giannis Antetoukounmpo,60,,2019-02-25,24,MIL,@,CHI,W (+11),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
Giannis Antetoukounmpo,61,56,2019-02-27,24,MIL,@,SAC,W (+1),1,24:19:00,24,19,1459,7,12,0.583,0,3,0,3,5,0.6,1,6,7,2,0,2,1,0,17,14.9,-24,2018-19
Giannis Antetoukounmpo,62,57,2019-03-01,24,MIL,@,LAL,W (+11),1,32:30:00,32,30,1950,7,14,0.5,0,2,0,2,4,0.5,2,13,15,6,0,3,4,4,16,14.2,+3,2018-19
Giannis Antetoukounmpo,63,58,2019-03-02,24,MIL,@,UTA,L (-4),1,31:57:00,31,57,1917,15,26,0.577,2,3,0.667,11,19,0.579,3,11,14,8,2,1,4,3,43,36.1,+19,2018-19
Giannis Antetoukounmpo,64,59,2019-03-04,24,MIL,@,PHO,L (-9),1,33:39:00,33,39,2019,8,14,0.571,0,1,0,5,10,0.5,2,11,13,6,3,0,6,6,21,15.9,-5,2018-19
Giannis Antetoukounmpo,65,60,2019-03-07,24,MIL,,IND,W (+19),1,33:00:00,33,0,1980,10,17,0.588,1,4,0.25,8,8,1,1,11,12,5,0,1,6,3,29,22.1,+20,2018-19
Giannis Antetoukounmpo,66,61,2019-03-09,24,MIL,,CHO,W (+17),1,29:48:00,29,48,1788,7,11,0.636,2,4,0.5,10,10,1,3,10,13,6,1,1,5,3,26,25.9,+14,2018-19
Giannis Antetoukounmpo,67,62,2019-03-10,24,MIL,@,SAS,L (-7),1,35:12:00,35,12,2112,10,18,0.556,1,4,0.25,6,10,0.6,3,10,13,6,0,1,0,2,27,26,-4,2018-19
Giannis Antetoukounmpo,68,63,2019-03-12,24,MIL,@,NOP,W (+17),1,26:03:00,26,3,1563,7,13,0.538,0,4,0,10,10,1,2,7,9,5,0,0,6,4,24,17.1,+17,2018-19
Giannis Antetoukounmpo,69,64,2019-03-15,24,MIL,@,MIA,W (+15),1,34:47:00,34,47,2087,12,19,0.632,1,4,0.25,8,11,0.727,2,14,16,9,2,3,6,4,33,31.7,+19,2018-19
Giannis Antetoukounmpo,70,65,2019-03-17,24,MIL,,PHI,L (-5),1,36:12:00,36,12,2172,15,26,0.577,3,8,0.375,19,21,0.905,1,15,16,7,2,1,1,1,52,50.4,+12,2018-19
Giannis Antetoukounmpo,71,,2019-03-19,24,MIL,,LAL,W (+14),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
Giannis Antetoukounmpo,72,,2019-03-20,24,MIL,@,CLE,L (-5),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
Giannis Antetoukounmpo,73,66,2019-03-22,24,MIL,,MIA,W (+29),1,28:28:00,28,28,1708,12,19,0.632,1,4,0.25,2,4,0.5,2,6,8,7,1,2,3,3,27,24,+7,2018-19
Giannis Antetoukounmpo,74,67,2019-03-24,24,MIL,,CLE,W (+22),1,31:36:00,31,36,1896,11,16,0.688,0,3,0,4,6,0.667,0,10,10,7,0,4,4,3,26,23.9,+23,2018-19
Giannis Antetoukounmpo,75,68,2019-03-26,24,MIL,,HOU,W (+14),1,32:40:00,32,40,1960,7,15,0.467,0,2,0,5,7,0.714,2,12,14,4,1,1,5,3,19,13.8,+7,2018-19
Giannis Antetoukounmpo,76,69,2019-03-28,24,MIL,,LAC,W (+10),1,31:56:00,31,56,1916,10,18,0.556,2,6,0.333,12,14,0.857,0,9,9,5,1,1,1,3,34,30.3,+1,2018-19
Giannis Antetoukounmpo,77,,2019-03-31,24,MIL,@,ATL,L (-1),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
Giannis Antetoukounmpo,78,70,2019-04-01,24,MIL,@,BRK,W (+10),1,29:58:00,29,58,1798,9,23,0.391,1,3,0.333,9,11,0.818,5,6,11,2,1,1,4,4,28,17.5,+6,2018-19
Giannis Antetoukounmpo,79,71,2019-04-04,24,MIL,@,PHI,W (+6),1,34:58:00,34,58,2098,13,22,0.591,3,7,0.429,16,21,0.762,0,13,13,6,0,5,0,2,45,43.6,+9,2018-19
Giannis Antetoukounmpo,80,,2019-04-06,24,MIL,,BRK,L (-5),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
Giannis Antetoukounmpo,81,72,2019-04-07,24,MIL,,ATL,W (+8),1,24:36:00,24,36,1476,10,15,0.667,2,5,0.4,8,12,0.667,3,6,9,3,1,3,1,0,30,30,+16,2018-19
Giannis Antetoukounmpo,82,,2019-04-10,24,MIL,,OKC,L (-11),,,,,,,,,,,,,,,,,,,,,,,,,,2018-19
